X,Y,cell_type,sample
0.6006069610819724,-0.2040376865107757,Cell type 1,Sample 2
0.20646572713781217,-0.28186227640198736,Cell type 1,Sample 3
-0.2977674675919296,0.4502665386657958,Cell type 1,Sample 1
0.5259738088614593,-0.49903031365720646,Cell type 1,Sample 2
0.06792971204082844,-0.026252534269326087,Cell type 1,Sample 3
-0.3205406332691777,0.32952717195670983,Cell type 1,Sample 1
0.09215453203905173,-0.21001386364708127,Cell type 1,Sample 2
-0.545199538721423,0.705466189873135,Cell type 1,Sample 3
-0.18262048874492326,-0.8355848862470325,Cell type 1,Sample 1
-0.09165035476309864,-0.009897172260353986,Cell type 1,Sample 2
-1.3737524213626173,-0.2498650880758153,Cell type 1,Sample 3
0.29751473291778235,-0.2787115265541606,Cell type 1,Sample 1
0.36624605138990113,0.14436183141251163,Cell type 1,Sample 2
-0.030201864598454146,0.5638901253169493,Cell type 1,Sample 3
0.3484772022553678,-0.16690974487800497,Cell type 1,Sample 1
-0.49526816256534417,-0.28314886480138596,Cell type 1,Sample 2
-0.37297106323780066,-0.33077072125764595,Cell type 1,Sample 3
-0.5785583093566354,-0.6665641773889033,Cell type 1,Sample 1
0.4345780321946366,0.44364541863337104,Cell type 1,Sample 2
0.22548131738823843,0.5033650356135324,Cell type 1,Sample 3
-0.4159774587472256,-0.3191413632642471,Cell type 1,Sample 1
-0.8004519892382578,-0.414248512390123,Cell type 1,Sample 2
0.25560129976249035,0.6868292725814789,Cell type 1,Sample 3
0.793008408072676,-0.6189077494134245,Cell type 1,Sample 1
-0.6653525656654631,-1.0889838660973439,Cell type 1,Sample 2
0.4069904300988706,0.06430872520248326,Cell type 1,Sample 3
0.4609007509886261,0.24134394360460634,Cell type 1,Sample 1
-0.46228205718904997,-0.7987995847977161,Cell type 1,Sample 2
0.33628685060136565,0.9499409674476078,Cell type 1,Sample 3
-0.5008100049474578,-0.14055014644297745,Cell type 1,Sample 1
-0.08419246123642626,-0.16300624790842458,Cell type 1,Sample 2
-0.20611037251223507,0.4567368660087033,Cell type 1,Sample 3
-0.04764776619347605,0.13951076288516961,Cell type 1,Sample 1
0.39892535069106944,-0.9367206519773084,Cell type 1,Sample 2
-0.03234430251625924,0.036437049007757696,Cell type 1,Sample 3
1.5384301850902518,0.6800579500901565,Cell type 1,Sample 1
-0.12303124406497429,-0.42162329765809586,Cell type 1,Sample 2
0.04352353411908561,-0.14950367523293373,Cell type 1,Sample 3
0.16599016528450727,0.0952498398895332,Cell type 1,Sample 1
-0.7467548891265717,-1.0619737913503324,Cell type 1,Sample 2
0.5486500937718544,-0.7828240158027981,Cell type 1,Sample 3
0.06829869779437618,0.012692638986135858,Cell type 1,Sample 1
-0.07794908896833376,-0.27414364824530046,Cell type 1,Sample 2
0.2936958499030061,0.707093644165545,Cell type 1,Sample 3
0.11453734410285128,0.5371590063577807,Cell type 1,Sample 1
-0.6401521993354472,0.43622866414007233,Cell type 1,Sample 2
0.11265396102047079,-0.1847634644166793,Cell type 1,Sample 3
0.10838778188131455,-0.548651263816422,Cell type 1,Sample 1
0.1083124877023095,-0.5128763418201386,Cell type 1,Sample 2
-0.2787458925039168,-0.6849014897895389,Cell type 1,Sample 3
0.5907838582095731,1.1718270264063124,Cell type 1,Sample 1
0.2365191410801076,-0.3227860360176975,Cell type 1,Sample 2
0.4809935945359205,-0.11850598500631386,Cell type 1,Sample 3
-0.18615952646896142,0.21865659351948036,Cell type 1,Sample 1
0.25249363949022857,0.43287759708506074,Cell type 1,Sample 2
0.9501342121554823,0.5115282776261196,Cell type 1,Sample 3
-0.5098476598544284,0.10318088566272535,Cell type 1,Sample 1
0.35635601443066567,-0.9415751040292919,Cell type 1,Sample 2
0.9601837510721306,-0.611447509777782,Cell type 1,Sample 3
0.4567923131166247,-0.4015894753401724,Cell type 1,Sample 1
0.5504106992113026,0.5306854824365668,Cell type 1,Sample 2
-0.3585080745639681,-0.6422921328499847,Cell type 1,Sample 3
0.05675867262562402,0.33106533726052334,Cell type 1,Sample 1
-0.1875981901619685,-0.15885754837811703,Cell type 1,Sample 2
0.027862456144347302,0.5470957592354743,Cell type 1,Sample 3
0.8345347629131655,-0.47127900289593816,Cell type 1,Sample 1
0.7016849850625954,0.3489516362695138,Cell type 1,Sample 2
0.28853606359027,-0.10152269302149634,Cell type 1,Sample 3
-0.33131187947292334,0.28529933429657967,Cell type 1,Sample 1
0.06867623970351801,1.4590867775300462,Cell type 1,Sample 2
-0.13444434527741528,-0.5532629543708352,Cell type 1,Sample 3
0.04063921102809938,-0.018946540858415437,Cell type 1,Sample 1
-0.3864126072687859,-0.11840930337000444,Cell type 1,Sample 2
-0.11242799090403928,-0.32500129041172987,Cell type 1,Sample 3
-0.9005288670763695,-0.2713368998670109,Cell type 1,Sample 1
-0.5582622199743296,0.6179058100034693,Cell type 1,Sample 2
-0.4992204264383591,0.8116283452640269,Cell type 1,Sample 3
0.4437519837070297,0.3804233271557389,Cell type 1,Sample 1
-0.11160112731740256,0.7449317193010411,Cell type 1,Sample 2
-0.4253066264759739,-0.2705034328914497,Cell type 1,Sample 3
1.463635046236665,-0.4971775328154367,Cell type 1,Sample 1
0.3109049811085982,-0.7851123599452282,Cell type 1,Sample 2
-0.1442743479378524,-0.39187676056221415,Cell type 1,Sample 3
-0.12269405800143525,-0.3768680821787448,Cell type 1,Sample 1
-0.3676005173816233,0.8281041260286478,Cell type 1,Sample 2
0.5963675827082072,-0.6289340779544439,Cell type 1,Sample 3
0.5955429273867384,-0.4093025133300393,Cell type 1,Sample 1
-0.05222460926873575,-0.08441086159500531,Cell type 1,Sample 2
-0.06135446679786207,0.04668618713832562,Cell type 1,Sample 3
0.3202714675373867,0.061539100828090575,Cell type 1,Sample 1
0.45961446728760175,-0.334072042769497,Cell type 1,Sample 2
0.34673945595699684,-0.1960063199595648,Cell type 1,Sample 3
-0.35250592787920443,-0.027884538828853004,Cell type 1,Sample 1
0.4788958072364528,0.10380167570031289,Cell type 1,Sample 2
0.1555549955715976,-0.9448246460480765,Cell type 1,Sample 3
-0.28838566528416637,0.377695612912878,Cell type 1,Sample 1
0.5795370324779489,-0.168127369340536,Cell type 1,Sample 2
-0.49919271959414574,0.15089594990973298,Cell type 1,Sample 3
-0.7179547619342638,-0.6579079082137536,Cell type 1,Sample 1
1.5491497170356288,-0.1290875690157172,Cell type 1,Sample 2
-0.9835348517935761,-0.5585932308535012,Cell type 1,Sample 3
0.14164393577307108,-0.12945248685203867,Cell type 1,Sample 1
-0.09343582208067952,-0.21986552913708746,Cell type 1,Sample 2
0.04121987646725164,-0.7287757497324653,Cell type 1,Sample 3
-0.08509231126246422,-0.2266140246636376,Cell type 1,Sample 1
-0.2569503133244216,-0.599475698996938,Cell type 1,Sample 2
0.25312049465296305,0.7236528496959033,Cell type 1,Sample 3
-0.3461753871168971,-0.3295196374443225,Cell type 1,Sample 1
0.38304013919234514,0.6134666119421538,Cell type 1,Sample 2
-0.05561303067435016,-0.4519538207323949,Cell type 1,Sample 3
-0.07598369115801944,0.530071909335635,Cell type 1,Sample 1
0.9328872555723783,0.23691646045589376,Cell type 1,Sample 2
-0.8342996294390976,0.5293642649419394,Cell type 1,Sample 3
-0.27515257692271006,-0.3358116839690258,Cell type 1,Sample 1
0.3464278779089058,0.367318772729665,Cell type 1,Sample 2
0.23661881228677242,-0.03641445632843639,Cell type 1,Sample 3
0.4283687107352292,0.19902410825463124,Cell type 1,Sample 1
0.8362861934188517,0.2095095046830226,Cell type 1,Sample 2
0.3973001914726057,0.48681112471392346,Cell type 1,Sample 3
-1.0420564697492942,0.8623483248805542,Cell type 1,Sample 1
-0.2833525540275264,-0.29991069695853073,Cell type 1,Sample 2
-0.5042243662736748,-1.0429489388666686,Cell type 1,Sample 3
-0.542575263278899,-0.41270526498947757,Cell type 1,Sample 1
-0.10943312586781286,0.38312148752025477,Cell type 1,Sample 2
0.866257499742546,1.1156500730963161,Cell type 1,Sample 3
0.6187190673420696,-0.228650827543395,Cell type 1,Sample 1
-0.4956961747281536,-1.0766950568018574,Cell type 1,Sample 2
-0.022756122650621085,-0.21211816669902175,Cell type 1,Sample 3
0.6135172985244361,-0.7903019704045845,Cell type 1,Sample 1
0.6247524503530794,-0.6663886987398249,Cell type 1,Sample 2
0.015745781130997887,0.34503683816830627,Cell type 1,Sample 3
-0.4793892280933874,-0.6762543447203612,Cell type 1,Sample 1
-0.22988230791523814,0.2716954139359048,Cell type 1,Sample 2
-0.7884982410954986,-0.40141222197542115,Cell type 1,Sample 3
0.689233677726904,-0.33575610349027285,Cell type 1,Sample 1
0.5790554367500339,0.39583134698146794,Cell type 1,Sample 2
-0.22982838613649847,-0.5399212238907435,Cell type 1,Sample 3
0.6188268787559991,0.18988381802044801,Cell type 1,Sample 1
-0.22309171660738986,-0.9447703654727655,Cell type 1,Sample 2
-0.09296224047438537,-0.7996973810971556,Cell type 1,Sample 3
-0.36765173034097615,0.3607396618786716,Cell type 1,Sample 1
-0.13225742065530538,-1.0019311822033767,Cell type 1,Sample 2
-0.26293983794760195,0.08887505313401567,Cell type 1,Sample 3
-0.6402146762481415,0.8773970909921823,Cell type 1,Sample 1
-0.2657272756796075,-0.7839297126827279,Cell type 1,Sample 2
0.2609707828084488,0.14849233661659303,Cell type 1,Sample 3
-1.0389059099280984,-0.16014890226832096,Cell type 1,Sample 1
-0.6755371831040107,-0.6612289783717851,Cell type 1,Sample 2
0.3773666490339046,0.09971199299338356,Cell type 1,Sample 3
0.6033040774319576,-0.7635839282948238,Cell type 1,Sample 1
0.17482502364984684,-0.7824013856810276,Cell type 1,Sample 2
0.4747972856822441,-0.029707590636247047,Cell type 1,Sample 3
-0.08020969098767386,1.2504502489671407,Cell type 1,Sample 1
0.12808530284713907,0.596655502963563,Cell type 1,Sample 2
0.31110357202170097,-0.5694165588903846,Cell type 1,Sample 3
0.32384426905034625,0.7615149282040127,Cell type 1,Sample 1
0.8381965136041015,-0.4727534399713656,Cell type 1,Sample 2
-0.23502107387975074,0.13293911482602425,Cell type 1,Sample 3
-0.43964139120599405,0.1742975599304902,Cell type 1,Sample 1
-0.18073138334699287,0.20822301905072632,Cell type 1,Sample 2
-0.38499803309872865,-0.6480583321249472,Cell type 1,Sample 3
0.11374793786602687,0.317983875355869,Cell type 1,Sample 1
-0.08064285583300457,0.2020254284072692,Cell type 1,Sample 2
0.425562049190119,0.6119279592712966,Cell type 1,Sample 3
1.0479217509045795,0.7972211958745984,Cell type 1,Sample 1
0.6000394782134306,-0.24595122375310258,Cell type 1,Sample 2
0.877737849157745,0.7865098626074282,Cell type 1,Sample 3
-0.40768781415806055,-0.5331174659496125,Cell type 1,Sample 1
0.14434681463992852,0.13016091938561036,Cell type 1,Sample 2
-0.41960876161131927,-0.1546061879256073,Cell type 1,Sample 3
-0.2236609478293756,0.6405081808675565,Cell type 1,Sample 1
0.016951361841168754,-0.5952038678372451,Cell type 1,Sample 2
0.17378080690177602,0.043348849707198295,Cell type 1,Sample 3
-0.45230718749688303,0.5863784226337224,Cell type 1,Sample 1
-0.4238169643095424,-0.32604444429653034,Cell type 1,Sample 2
0.11106688581685642,-0.23937431083173866,Cell type 1,Sample 3
0.8747919521027103,0.6907270393452433,Cell type 1,Sample 1
-0.6978946010962426,0.29567462087920016,Cell type 1,Sample 2
0.0893473584052378,0.6146073921485252,Cell type 1,Sample 3
-0.00963018986719732,-0.13144541460413384,Cell type 1,Sample 1
0.16346368688208132,-0.10955026440443212,Cell type 1,Sample 2
0.32976573479456917,0.8832559001638168,Cell type 1,Sample 3
0.11503537959570104,0.24887154454569713,Cell type 1,Sample 1
0.056697195983344675,0.22949700083714547,Cell type 1,Sample 2
-0.42317985994348645,-0.2924538267088849,Cell type 1,Sample 3
0.46621743547733363,-0.2075501444816848,Cell type 1,Sample 1
0.2048813979797487,-0.4305439550867852,Cell type 1,Sample 2
-0.08640086869823219,0.38596007741833754,Cell type 1,Sample 3
0.28656390662060005,-0.8929332459670556,Cell type 1,Sample 1
0.6627160545475392,-0.7034075047487691,Cell type 1,Sample 2
0.07291823510769195,0.29264971825816904,Cell type 1,Sample 3
0.5063187048220359,-0.07907692218616015,Cell type 1,Sample 1
1.0376304363126327,-0.34459390904478393,Cell type 1,Sample 2
0.35225326991236156,0.39452834368775946,Cell type 1,Sample 3
-0.693934275227901,0.3819301758167113,Cell type 1,Sample 1
-0.44639375774594203,0.2568072321155481,Cell type 1,Sample 2
-0.4055004318144224,-0.5570232250809967,Cell type 1,Sample 3
-0.6972475344296308,0.5269457761479416,Cell type 1,Sample 1
-0.9181026865516483,0.25399566345627184,Cell type 1,Sample 2
-1.0108993199809737,-0.05064035935076644,Cell type 1,Sample 3
-0.3133586122949826,0.4311967361913794,Cell type 1,Sample 1
-0.5368443294588763,0.04054127145041186,Cell type 1,Sample 2
0.3538759677277377,-0.2812333879471338,Cell type 1,Sample 3
0.35472590856951974,-0.21774318528492168,Cell type 1,Sample 1
0.4151679082721228,-0.4280419129544336,Cell type 1,Sample 2
-0.3545104788152452,0.9766295687632841,Cell type 1,Sample 3
0.8336120557755685,0.7616193108561291,Cell type 1,Sample 1
-0.2272738593717221,-0.109326638717518,Cell type 1,Sample 2
-1.2651437613731649,-0.1430021109400554,Cell type 1,Sample 3
0.05352872649614838,-0.17257344056901358,Cell type 1,Sample 1
0.6338257555939869,0.14436400150491815,Cell type 1,Sample 2
0.5947352444623203,-0.6138039075684962,Cell type 1,Sample 3
0.4791929099210212,0.0258304884255399,Cell type 1,Sample 1
-0.697724252377536,-0.35395547033703767,Cell type 1,Sample 2
-0.06258721419158211,0.42344105194245696,Cell type 1,Sample 3
0.40020476261384114,0.37714566490678714,Cell type 1,Sample 1
-0.8565672645454387,0.6769361870827064,Cell type 1,Sample 2
-0.404690410541377,0.4783515931928292,Cell type 1,Sample 3
-0.010280278675253593,0.14459183655936267,Cell type 1,Sample 1
-0.9546780437536464,0.6591511624263346,Cell type 1,Sample 2
-0.5280153999833338,-0.12847256256089076,Cell type 1,Sample 3
0.39997095097102503,-0.808155304218294,Cell type 1,Sample 1
0.0069646459564731015,-0.012062543555001639,Cell type 1,Sample 2
-1.0766714599356222,0.5485763558768478,Cell type 1,Sample 3
-0.20623950594396834,-0.3693487491647814,Cell type 1,Sample 1
0.8674682879184042,-0.4283860469133964,Cell type 1,Sample 2
0.07468174113559445,0.18207014802733068,Cell type 1,Sample 3
-0.8656006517224627,0.747469113726618,Cell type 1,Sample 1
-0.7037558473589106,-0.38890834379543765,Cell type 1,Sample 2
